ID,y_probs,y_pred,y_true,mask
pepID3653,"[0.06127231940627098, 0.4820024073123932, 0.45672523975372314]",1,1,1
pepID9025,"[0.9245591163635254, 0.02145303040742874, 0.05398792400956154]",0,0,1
polyID25_S30,"[0.9993546605110168, 3.3390202588634565e-05, 0.0006119623431004584]",0,0,1
pepID9054,"[0.9898673295974731, 0.0016297514084726572, 0.008502953685820103]",0,0,1
pepID3411,"[0.020774399861693382, 0.34846603870391846, 0.6307595372200012]",2,2,1
polyID18_S90,"[0.0013067603576928377, 0.5127670168876648, 0.48592621088027954]",1,2,1
pepID1116,"[0.06570428609848022, 0.4676553010940552, 0.466640442609787]",1,1,1
pepID401,"[0.23671717941761017, 0.37173113226890564, 0.3915517330169678]",2,1,1
pepID9434,"[0.885334312915802, 0.0405539907515049, 0.0741117000579834]",0,0,1
pepID4383,"[0.02532670460641384, 0.3319149315357208, 0.6427584290504456]",2,2,1
pepID8245,"[0.8773695230484009, 0.042058687657117844, 0.08057180792093277]",0,0,1
pepID10572,"[0.900695264339447, 0.0326206311583519, 0.06668413430452347]",0,0,1
pepID8119,"[0.8822189569473267, 0.04411488026380539, 0.07366617769002914]",0,0,1
pepID1470,"[0.01265245582908392, 0.283322274684906, 0.7040252685546875]",2,2,1
polyID12_S68,"[0.0022098268382251263, 0.6488010287284851, 0.3489890992641449]",1,1,1
pepID3814,"[0.9851639270782471, 0.003512966213747859, 0.011323022656142712]",0,2,1
pepID7186,"[0.7135791778564453, 0.12404081970453262, 0.16237999498844147]",0,0,1
pepID8456,"[0.9854850172996521, 0.002991963643580675, 0.011523013934493065]",0,0,1
pepID3125,"[0.08924554288387299, 0.4565792381763458, 0.45417529344558716]",1,1,1
pepID3798,"[0.9536901712417603, 0.014234368689358234, 0.03207545727491379]",0,1,1
pepID5033,"[0.2765454351902008, 0.34630945324897766, 0.37714511156082153]",2,2,1
pepID3505,"[0.9143517017364502, 0.026175612583756447, 0.059472642838954926]",0,2,1
polyID32_S22,"[0.00019373217946849763, 0.057864923030138016, 0.9419413208961487]",2,2,1
pepID1177,"[0.010189594700932503, 0.24562573432922363, 0.744184672832489]",2,1,1
polyID12_S84,"[0.0023305213544517756, 0.7231792211532593, 0.27449023723602295]",1,1,1
pepID7275,"[0.9684664011001587, 0.008745801635086536, 0.02278783731162548]",0,0,1
polyID11_S89,"[0.0032075538765639067, 0.8074455857276917, 0.1893467903137207]",1,1,1
pepID1723,"[0.06567524373531342, 0.4184051752090454, 0.5159195065498352]",2,1,1
pepID7735,"[0.9660534262657166, 0.009528783150017262, 0.024417828768491745]",0,0,1
polyID23_S55,"[0.00076770392479375, 0.07892844080924988, 0.9203038215637207]",2,1,1
pepID7924,"[0.965886116027832, 0.01058108452707529, 0.023532893508672714]",0,0,1
pepID10508,"[0.7609222531318665, 0.10360945761203766, 0.1354682296514511]",0,0,1
pepID5481,"[0.9751587510108948, 0.006151597946882248, 0.01868961565196514]",0,0,1
polyID50_S96,"[0.00963550340384245, 0.840558648109436, 0.14980588853359222]",1,1,1
polyID23_S86,"[0.008312875404953957, 0.2303047925233841, 0.7613824009895325]",2,1,1
polyID18_S70,"[0.000547952251508832, 0.28440678119659424, 0.7150452733039856]",2,2,1
pepID5023,"[0.03729613125324249, 0.3673388361930847, 0.595365047454834]",2,1,1
pepID7780,"[0.9855270385742188, 0.002699292032048106, 0.011773664504289627]",0,0,1
pepID10863,"[0.9503549337387085, 0.013825722970068455, 0.03581935912370682]",0,0,1
pepID9786,"[0.48555368185043335, 0.22998660802841187, 0.2844597399234772]",0,0,1
pepID5678,"[0.9976063966751099, 0.0002170744410250336, 0.0021766049321740866]",0,0,1
pepID3143,"[0.0234378594905138, 0.3361847400665283, 0.6403773427009583]",2,2,1
pepID10012,"[0.9939818978309631, 0.0008324269438162446, 0.005185623653233051]",0,0,1
pepID2003,"[0.43732786178588867, 0.28153863549232483, 0.2811335325241089]",0,1,1
pepID10064,"[0.5495463013648987, 0.25787392258644104, 0.19257979094982147]",0,0,1
polyID41_S83,"[0.9885442852973938, 0.0018105655908584595, 0.009645190089941025]",0,1,1
polyID40_S57,"[0.00021329951414372772, 0.0877859964966774, 0.9120007157325745]",2,2,1
polyID18_S15,"[0.0016835364513099194, 0.5050559043884277, 0.49326056241989136]",1,2,1
polyID31_S61,"[0.8916472792625427, 0.037187930196523666, 0.07116472721099854]",0,0,1
polyID32_S75,"[0.00023291887191589922, 0.07596974819898605, 0.9237973093986511]",2,2,1
polyID12_S3,"[0.0021841400302946568, 0.629396915435791, 0.36841896176338196]",1,1,1
pepID358,"[0.9837911128997803, 0.0027944676112383604, 0.013414436019957066]",0,1,1
pepID6124,"[0.13710461556911469, 0.363483726978302, 0.4994116723537445]",2,0,1
pepID10114,"[0.7099209427833557, 0.13381460309028625, 0.15626443922519684]",0,0,1
pepID2471,"[0.15632712841033936, 0.48695725202560425, 0.35671567916870117]",1,0,1
polyID41_S92,"[0.9823296666145325, 0.0029818150214850903, 0.014688616618514061]",0,1,1
pepID5081,"[0.10272952169179916, 0.35638755559921265, 0.5408828854560852]",2,2,1
pepID5552,"[0.5555508136749268, 0.22050894796848297, 0.22394020855426788]",0,0,1
polyID23_S62,"[0.0004856081213802099, 0.08052178472280502, 0.9189926385879517]",2,1,1
pepID765,"[0.03219005838036537, 0.4907253384590149, 0.47708457708358765]",1,2,1
pepID4335,"[0.04425238445401192, 0.3472820222377777, 0.6084656715393066]",2,2,1
pepID5785,"[0.8063319325447083, 0.07614339888095856, 0.11752466857433319]",0,0,1
pepID670,"[0.12628281116485596, 0.4763588011264801, 0.39735838770866394]",1,1,1
pepID1674,"[0.029171328991651535, 0.32161298394203186, 0.6492156982421875]",2,2,1
pepID6367,"[0.9681085348129272, 0.009626494720578194, 0.022265052422881126]",0,0,1
polyID50_S95,"[0.01390058547258377, 0.8569033145904541, 0.12919604778289795]",1,1,1
pepID8503,"[0.9789816737174988, 0.004787607118487358, 0.0162306297570467]",0,0,1
pepID2880,"[0.0278478991240263, 0.41770416498184204, 0.5544479489326477]",2,2,1
polyID18_S22,"[0.0009226637776009738, 0.41643279790878296, 0.582644522190094]",2,2,1
polyID31_S80,"[0.5936791300773621, 0.2630963921546936, 0.14322452247142792]",0,0,1
pepID4063,"[0.013810115866363049, 0.24574579298496246, 0.7404440641403198]",2,2,1
pepID7703,"[0.8248456716537476, 0.07330126315355301, 0.1018531396985054]",0,0,1
pepID1037,"[0.44559749960899353, 0.3347162902355194, 0.21968618035316467]",0,0,1
pepID3332,"[0.21776536107063293, 0.4523901045322418, 0.32984456419944763]",1,0,1
polyID31_S59,"[0.012199845165014267, 0.7292333245277405, 0.25856679677963257]",1,0,1
pepID4564,"[0.368013471364975, 0.2987220585346222, 0.3332645297050476]",0,1,1
polyID40_S35,"[0.00013979051436763257, 0.059490133076906204, 0.9403700828552246]",2,2,1
pepID9313,"[0.8582689166069031, 0.05398182198405266, 0.08774927258491516]",0,0,1
pepID10880,"[0.43448910117149353, 0.2659893035888672, 0.29952168464660645]",0,0,1
polyID23_S22,"[0.0013074903981760144, 0.11299765110015869, 0.8856948614120483]",2,1,1
pepID5194,"[0.8381235003471375, 0.06252433359622955, 0.09935224056243896]",0,0,1
polyID11_S18,"[0.002317072357982397, 0.7369676232337952, 0.2607152760028839]",1,1,1
polyID12_S12,"[0.0004176136280875653, 0.23094169795513153, 0.7686406970024109]",2,1,1
pepID8115,"[0.9034835696220398, 0.029799139127135277, 0.06671728938817978]",0,0,1
pepID147,"[0.028587358072400093, 0.38782891631126404, 0.583583652973175]",2,2,1
polyID26_S5,"[0.4666200578212738, 0.42817479372024536, 0.10520520806312561]",0,0,1
pepID10864,"[0.8415910601615906, 0.06115836277604103, 0.09725046157836914]",0,0,1
pepID7785,"[0.9690597057342529, 0.009045732207596302, 0.021894557401537895]",0,0,1
pepID4918,"[0.497690886259079, 0.24794843792915344, 0.2543606162071228]",0,1,1
polyID40_S15,"[0.0001407926611136645, 0.059672761708498, 0.9401865005493164]",2,2,1
pepID6071,"[0.2853908836841583, 0.3016403317451477, 0.4129687547683716]",2,0,1
polyID22_S83,"[0.02884126827120781, 0.9255663752555847, 0.04559227451682091]",1,1,1
pepID3098,"[0.021309809759259224, 0.3514547646045685, 0.627235472202301]",2,2,1
pepID3033,"[0.2033875435590744, 0.45614129304885864, 0.3404712677001953]",1,1,1
polyID9_S56,"[0.25248512625694275, 0.67320317029953, 0.07431163638830185]",1,0,1
polyID36_S49,"[0.3604273200035095, 0.551466703414917, 0.08810590952634811]",1,2,1
pepID9822,"[0.9535140991210938, 0.013975613750517368, 0.03251034766435623]",0,0,1
polyID23_S99,"[0.0005492878844961524, 0.07643420249223709, 0.9230165481567383]",2,1,1
pepID7327,"[0.15161588788032532, 0.37871626019477844, 0.46966779232025146]",2,0,1
pepID9268,"[0.8505227565765381, 0.0578714981675148, 0.0916057825088501]",0,0,1
pepID2101,"[0.051603060215711594, 0.3787270486354828, 0.5696699023246765]",2,1,1
polyID36_S33,"[0.3544144332408905, 0.5566862225532532, 0.08889926224946976]",1,2,1
polyID18_S19,"[0.0015186751261353493, 0.5732945799827576, 0.42518672347068787]",1,2,1
pepID3448,"[0.01819494366645813, 0.33910754323005676, 0.6426974534988403]",2,1,1
polyID12_S99,"[0.002149573527276516, 0.6353040337562561, 0.3625463545322418]",1,1,1
pepID10220,"[0.8768527507781982, 0.046183276921510696, 0.07696391642093658]",0,0,1
pepID10500,"[0.9006611108779907, 0.029934778809547424, 0.06940408796072006]",0,0,1
pepID5576,"[0.9673627614974976, 0.009871838614344597, 0.022765371948480606]",0,0,1
pepID2265,"[0.14616768062114716, 0.35901299118995667, 0.4948192834854126]",2,2,1
pepID7837,"[0.9782857894897461, 0.0051662502810359, 0.01654789224267006]",0,0,1
polyID30_S24,"[0.9964640736579895, 0.0003562632773537189, 0.0031797660049051046]",0,0,1
pepID7482,"[0.865966796875, 0.049882397055625916, 0.08415088057518005]",0,0,1
polyID9_S59,"[0.20013973116874695, 0.7314743399620056, 0.06838592141866684]",1,0,1
pepID2346,"[0.6633933782577515, 0.1652526706457138, 0.17135396599769592]",0,0,1
pepID9487,"[0.7906286120414734, 0.08922774344682693, 0.12014367431402206]",0,0,1
pepID1330,"[0.6558921933174133, 0.17104993760585785, 0.17305788397789001]",0,2,1
polyID22_S16,"[0.030979910865426064, 0.9276772737503052, 0.04134281352162361]",1,1,1
polyID11_S97,"[0.0018108953954651952, 0.6354101896286011, 0.362778902053833]",1,1,1
pepID9032,"[0.6657589673995972, 0.1262911558151245, 0.2079499214887619]",0,0,1
polyID23_S51,"[0.001880962634459138, 0.14139337837696075, 0.8567256927490234]",2,1,1
pepID238,"[0.06667520105838776, 0.4231485426425934, 0.5101762413978577]",2,2,1
pepID4362,"[0.01782621629536152, 0.3080531656742096, 0.6741206049919128]",2,1,1
pepID7469,"[0.9098817110061646, 0.02889750711619854, 0.06122077628970146]",0,0,1
polyID9_S44,"[0.29147228598594666, 0.6292163133621216, 0.07931143045425415]",1,0,1
polyID9_S49,"[0.3964154124259949, 0.5197473168373108, 0.08383727073669434]",1,0,1
pepID4173,"[0.03485402092337608, 0.3690892457962036, 0.5960567593574524]",2,2,1
polyID26_S50,"[0.3455218970775604, 0.5666836500167847, 0.08779449760913849]",1,0,1
polyID18_S18,"[0.0013202327536419034, 0.5176873207092285, 0.48099246621131897]",1,2,1
pepID8851,"[0.36181366443634033, 0.3839869499206543, 0.254199355840683]",1,0,1
pepID3439,"[0.01622200571000576, 0.34967851638793945, 0.634099543094635]",2,2,1
pepID1757,"[0.21567846834659576, 0.46721547842025757, 0.31710606813430786]",1,1,1
polyID26_S52,"[0.3541242480278015, 0.5546033978462219, 0.09127232432365417]",1,0,1
pepID3118,"[0.015247114934027195, 0.29534319043159485, 0.6894097328186035]",2,2,1
pepID9111,"[0.832832396030426, 0.06850512325763702, 0.09866242855787277]",0,0,1
pepID6599,"[0.11607151478528976, 0.37960633635520935, 0.5043221116065979]",2,0,1
pepID3205,"[0.04807131364941597, 0.4196842312812805, 0.5322444438934326]",2,2,1
pepID3668,"[0.05143138766288757, 0.4748397469520569, 0.47372889518737793]",1,1,1
pepID7650,"[0.8728969693183899, 0.04599049687385559, 0.08111250400543213]",0,0,1
pepID6331,"[0.9611295461654663, 0.011156736873090267, 0.027713803574442863]",0,0,1
polyID9_S83,"[0.07435701787471771, 0.8762062191963196, 0.049436744302511215]",1,0,1
polyID32_S97,"[0.0002636884164530784, 0.07760869711637497, 0.9221276640892029]",2,2,1
pepID7399,"[0.7538991570472717, 0.11128319799900055, 0.1348176747560501]",0,0,1
pepID4339,"[0.023786859586834908, 0.29070204496383667, 0.68551105260849]",2,2,1
polyID9_S57,"[0.24731221795082092, 0.680383026599884, 0.07230488210916519]",1,0,1
pepID6872,"[0.8092976212501526, 0.07527995854616165, 0.11542235314846039]",0,0,1
pepID6387,"[0.9613983035087585, 0.011098266579210758, 0.02750338986515999]",0,0,1
pepID8257,"[0.9891132116317749, 0.0016988543793559074, 0.009187844581902027]",0,0,1
pepID8688,"[0.005321214906871319, 0.15116138756275177, 0.8435174226760864]",2,0,1
polyID12_S43,"[0.001535438233986497, 0.6241946816444397, 0.37426984310150146]",1,1,1
pepID5154,"[0.9428958892822266, 0.014674072153866291, 0.042430028319358826]",0,0,1
pepID7382,"[0.8981846570968628, 0.03361000120639801, 0.06820540875196457]",0,0,1
pepID6286,"[0.9771674275398254, 0.005264610052108765, 0.017567981034517288]",0,0,1
polyID9_S54,"[0.09304460138082504, 0.8555088043212891, 0.05144650116562843]",1,0,1
pepID1249,"[0.03997461125254631, 0.3657093048095703, 0.5943161249160767]",2,2,1
pepID6894,"[0.14841307699680328, 0.44220274686813354, 0.4093841314315796]",1,0,1
polyID25_S100,"[0.9993755221366882, 3.188200207659975e-05, 0.0005925778532400727]",0,0,1
pepID10821,"[0.8701255321502686, 0.045245688408613205, 0.08462868630886078]",0,0,1
pepID5381,"[0.7073686718940735, 0.12204808741807938, 0.17058321833610535]",0,0,1
polyID22_S29,"[0.0415363572537899, 0.9098351001739502, 0.04862845689058304]",1,1,1
pepID4851,"[0.18280237913131714, 0.4357304573059082, 0.3814671039581299]",1,1,1
polyID12_S36,"[0.006368641275912523, 0.8904866576194763, 0.10314474254846573]",1,1,1
pepID717,"[0.2575177252292633, 0.4893946647644043, 0.25308758020401]",1,1,1
pepID2616,"[0.055161625146865845, 0.39078277349472046, 0.5540556311607361]",2,2,1
pepID331,"[0.7886606454849243, 0.09273778647184372, 0.11860155314207077]",0,0,1
polyID18_S13,"[0.0014626601478084922, 0.5756080746650696, 0.42292922735214233]",1,2,1
pepID5295,"[0.46651947498321533, 0.23699729144573212, 0.29648321866989136]",0,0,1
pepID2835,"[0.7048221826553345, 0.14097444713115692, 0.1542033851146698]",0,1,1
polyID50_S90,"[0.049769770354032516, 0.8231285214424133, 0.12710170447826385]",1,1,1
pepID9893,"[0.8177123665809631, 0.07404745370149612, 0.10824021697044373]",0,0,1
pepID9828,"[0.9440756440162659, 0.01853698305785656, 0.037387292832136154]",0,0,1
pepID9218,"[0.8120515942573547, 0.07753059267997742, 0.11041785776615143]",0,0,1
pepID9918,"[0.7382708191871643, 0.11642464995384216, 0.14530451595783234]",0,0,1
pepID4422,"[0.12260317802429199, 0.4147144556045532, 0.4626823663711548]",2,1,1
pepID7522,"[0.9537075161933899, 0.013792542740702629, 0.03249995410442352]",0,0,1
pepID5213,"[0.5222996473312378, 0.20408453047275543, 0.2736157178878784]",0,0,1
pepID10251,"[0.41822314262390137, 0.25512877106666565, 0.32664814591407776]",0,0,1
pepID5954,"[0.755781352519989, 0.10903605818748474, 0.13518254458904266]",0,0,1
polyID12_S49,"[0.0013782145688310266, 0.4590201675891876, 0.5396016240119934]",2,1,1
pepID7432,"[0.9899383783340454, 0.0018825442530214787, 0.008179177530109882]",0,0,1
pepID6240,"[0.9710316061973572, 0.007437450345605612, 0.021530916914343834]",0,0,1
pepID2334,"[0.1958300769329071, 0.4395295977592468, 0.3646402955055237]",1,1,1
pepID9908,"[0.10611822456121445, 0.4417024254798889, 0.45217934250831604]",2,0,1
pepID7565,"[0.9721812605857849, 0.006993975955992937, 0.020824693143367767]",0,0,1
polyID41_S6,"[0.9893049001693726, 0.0015790489269420505, 0.009116093628108501]",0,1,1
pepID5664,"[0.8152500987052917, 0.07599864900112152, 0.10875125974416733]",0,0,1
pepID5030,"[0.41065123677253723, 0.294733464717865, 0.2946152985095978]",0,2,1
polyID12_S93,"[0.001792543800547719, 0.5245547294616699, 0.47365278005599976]",1,1,1
polyID40_S47,"[0.00033749997965060174, 0.08943254500627518, 0.9102299213409424]",2,2,1
pepID5022,"[0.0600893571972847, 0.5063683390617371, 0.4335423707962036]",1,1,1
polyID11_S39,"[0.008500790223479271, 0.908469557762146, 0.08302967250347137]",1,1,1
pepID8945,"[0.9657454490661621, 0.010024524293839931, 0.024230018258094788]",0,0,1
pepID90,"[0.8170464634895325, 0.07447042316198349, 0.10848312079906464]",0,0,1
pepID3209,"[0.016786575317382812, 0.4624801576137543, 0.5207332968711853]",2,1,1
polyID30_S80,"[0.9959226846694946, 0.0004423180944286287, 0.0036349534057080746]",0,0,1
polyID32_S96,"[0.00015402547433041036, 0.05358017235994339, 0.9462657570838928]",2,2,1
pepID5037,"[0.031668610870838165, 0.35571885108947754, 0.6126125454902649]",2,1,1
polyID30_S92,"[0.9984873533248901, 0.00011192768579348922, 0.0014007702702656388]",0,0,1
pepID10492,"[0.436364084482193, 0.33540529012680054, 0.22823067009449005]",0,0,1
pepID3803,"[0.9858997464179993, 0.0031886098440736532, 0.010911609046161175]",0,0,1
pepID1348,"[0.046347133815288544, 0.34396570920944214, 0.6096871495246887]",2,2,1
pepID1600,"[0.08240535855293274, 0.3997807800769806, 0.5178139209747314]",2,2,1
polyID30_S87,"[0.9975188970565796, 0.00022538377379532903, 0.002255739877000451]",0,0,1
polyID36_S75,"[0.3943583369255066, 0.5115411281585693, 0.09410060942173004]",1,2,1
pepID5913,"[0.8573210835456848, 0.05262615159153938, 0.09005279839038849]",0,0,1
pepID6704,"[0.7621533870697021, 0.11436839401721954, 0.12347815185785294]",0,0,1
pepID9801,"[0.147650346159935, 0.39713677763938904, 0.45521286129951477]",2,0,1
pepID2031,"[0.08516336977481842, 0.38977664709091187, 0.5250599980354309]",2,2,1
pepID1407,"[0.07760921865701675, 0.44153261184692383, 0.4808582067489624]",2,1,1
pepID1324,"[0.06240713223814964, 0.4590589702129364, 0.4785338342189789]",2,1,1
pepID6774,"[0.9477533102035522, 0.015356025658547878, 0.03689064830541611]",0,0,1
polyID22_S14,"[0.015151780098676682, 0.9481679797172546, 0.03668031468987465]",1,1,1
pepID263,"[0.24877022206783295, 0.34778493642807007, 0.4034448564052582]",2,1,1
pepID3923,"[0.6311590671539307, 0.18708576261997223, 0.18175512552261353]",0,2,1
pepID78,"[0.06314235925674438, 0.4556507170200348, 0.4812069237232208]",2,1,1
polyID28_S94,"[0.9920603036880493, 0.0013606813736259937, 0.006578937638550997]",0,0,1
pepID10628,"[0.934362530708313, 0.017655769363045692, 0.047981616109609604]",0,0,1
pepID1377,"[0.09117674082517624, 0.3941660225391388, 0.514657199382782]",2,2,1
polyID36_S43,"[0.39751535654067993, 0.5070611834526062, 0.09542341530323029]",1,2,1
pepID9817,"[0.9802952408790588, 0.004807344172149897, 0.014897394925355911]",0,0,1
pepID3976,"[0.8149822950363159, 0.07669966667890549, 0.10831808298826218]",0,1,1
polyID36_S26,"[0.10191347450017929, 0.8374428153038025, 0.06064373627305031]",1,2,1
polyID30_S11,"[0.9938509464263916, 0.0007792571559548378, 0.005369871389120817]",0,0,1
polyID22_S98,"[0.011810614727437496, 0.9430955052375793, 0.0450938455760479]",1,1,1
pepID4575,"[0.09795665740966797, 0.4059546887874603, 0.49608859419822693]",2,2,1
pepID8044,"[0.4936082661151886, 0.25082501769065857, 0.25556662678718567]",0,0,1
polyID22_S87,"[0.015029245056211948, 0.9515703320503235, 0.03340047225356102]",1,1,1
polyID25_S32,"[0.9992683529853821, 3.952700717491098e-05, 0.0006920781452208757]",0,0,1
pepID10691,"[0.9870113134384155, 0.0027566435746848583, 0.010232039727270603]",0,0,1
pepID5255,"[0.746958315372467, 0.12201794236898422, 0.13102376461029053]",0,0,1
pepID7486,"[0.96014803647995, 0.011040753684937954, 0.028811169788241386]",0,0,1
polyID36_S52,"[0.3270924985408783, 0.5877935886383057, 0.08511389791965485]",1,2,1
pepID6206,"[0.9671452641487122, 0.009919763542711735, 0.02293494902551174]",0,0,1
polyID18_S52,"[0.0008352455333806574, 0.4206649363040924, 0.5784997940063477]",2,2,1
polyID11_S80,"[0.0010059004416689277, 0.49462515115737915, 0.5043689012527466]",2,1,1
pepID1154,"[0.12282750755548477, 0.5047786235809326, 0.3723938763141632]",1,0,1
pepID2639,"[0.11533764749765396, 0.4871760308742523, 0.3974863588809967]",1,1,1
polyID28_S58,"[0.9669466018676758, 0.009164789691567421, 0.02388855814933777]",0,0,1
pepID7561,"[0.9626405835151672, 0.01071194652467966, 0.026647409424185753]",0,0,1
pepID6926,"[0.6495108604431152, 0.18164017796516418, 0.1688489317893982]",0,0,1
pepID10643,"[0.9782660603523254, 0.005206175148487091, 0.016527771949768066]",0,0,1
polyID36_S55,"[0.2899165153503418, 0.6287565231323242, 0.08132695406675339]",1,2,1
pepID659,"[0.06094583123922348, 0.36887437105178833, 0.5701797604560852]",2,1,1
pepID2608,"[0.025211336091160774, 0.30663713812828064, 0.6681514978408813]",2,2,1
polyID30_S88,"[0.9883050918579102, 0.0018874277593567967, 0.009807496331632137]",0,0,1
pepID6438,"[0.8544580936431885, 0.05519577115774155, 0.09034612774848938]",0,0,1
polyID18_S54,"[0.0013084891252219677, 0.4748171865940094, 0.5238743424415588]",2,2,1
pepID4703,"[0.7974042296409607, 0.08231291174888611, 0.120282843708992]",0,2,1
pepID1935,"[0.04677494987845421, 0.4097476005554199, 0.5434775352478027]",2,0,1
pepID2357,"[0.09442076086997986, 0.433615505695343, 0.4719637334346771]",2,2,1
pepID303,"[0.7083455920219421, 0.1345735788345337, 0.15708084404468536]",0,1,1
pepID8,"[0.18412470817565918, 0.4696355164051056, 0.34623977541923523]",1,1,1
pepID7352,"[0.1967933028936386, 0.44642794132232666, 0.3567787706851959]",1,0,1
pepID9853,"[0.8785911202430725, 0.04249768331646919, 0.0789111778140068]",0,0,1
pepID10392,"[0.07230007648468018, 0.3872116208076477, 0.5404882431030273]",2,0,1
polyID36_S44,"[0.3076792359352112, 0.6098425388336182, 0.08247823268175125]",1,2,1
pepID13,"[0.437784880399704, 0.33991995453834534, 0.22229517996311188]",0,1,1
