,ID,sequence,seq_mol_dist,monomers,mon_SMILES,wt_%,mol_distribution,DP,MIC_ecoli,MIC_saureus,HC50,immunogenic
10,0,TmaTmaMoMoNiTmaTmaNiTmaNiTmaTmaMoTmaTmaTmaNiTmaNiMoNiTmaMoNiNiTmaTmaMoMoNiNiNiMoTmaNiNiTmaNiTmaNiMoNiTmaTmaTmaTmaNiMoTmaNiNiNiMoNiTmaTmaNiNiNiNiTmaTmaTmaTmaTmaTmaNiNiTmaTma,"[0.5893943727607189, 0.27223955284324647, 0.13836607439603454]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
11,0,NiTmaTmaNiTmaNiTmaNiTmaNiTmaTmaTmaTmaTmaMoNiNiNiMoTmaTmaTmaTmaTmaTmaNiNiNiMoTmaNiMoMoTmaNiMoTmaNiTmaNiTmaTmaTmaNiMoNiTmaNiNiMoNiTmaNiNiTmaTmaMoNiTmaMoNiTmaTmaNiTmaTmaMoTmaNi,"[0.6027883277986225, 0.2599894313239298, 0.13722224087744753]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
12,0,MoNiTmaNiNiTmaNiTmaNiTmaNiMoNiNiNiNiTmaTmaNiMoTmaNiTmaTmaNiNiTmaNiNiMoTmaNiTmaTmaTmaTmaMoNiTmaNiNiNiTmaNiTmaMoTmaMoTmaNiNiTmaNiTmaTmaNiTmaTmaMoTmaNiTmaTmaTmaTmaNiNiTmaNiTma,"[0.5938406733890661, 0.3047703180212013, 0.10138900858973254]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
13,0,NiTmaNiMoTmaTmaMoNiNiTmaTmaTmaTmaNiTmaNiNiTmaNiNiNiTmaTmaNiNiTmaMoTmaNiTmaNiMoTmaTmaTmaNiNiMoNiNiNiNiTmaNiMoNiNiTmaTmaMoNiNiTmaNiTmaNiNiNiNiNiMoTmaNiMoTmaTmaNiTmaNiTma,"[0.5216465996332416, 0.3596027344253836, 0.11875066594137473]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
14,0,NiNiNiNiNiMoTmaTmaTmaTmaTmaMoTmaTmaNiTmaMoTmaNiNiTmaNiNiTmaNiTmaTmaTmaNiTmaTmaNiTmaTmaNiMoTmaNiMoTmaTmaTmaTmaNiMoNiMoMoTmaNiNiTmaMoNiTmaTmaTmaTmaTmaNiTmaNiMoTmaTmaTmaNiTmaNiTma,"[0.6432272173289193, 0.23474946192875848, 0.12202332074232222]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
15,0,MoTmaTmaTmaNiNiTmaNiTmaTmaTmaNiNiTmaTmaNiNiTmaNiTmaNiMoTmaTmaTmaNiNiNiMoTmaNiNiTmaTmaNiNiNiMoNiNiTmaNiNiNiTmaNiTmaTmaNiTmaTmaNiMoTmaNiTmaMoMoMoMoTmaMoMoNiNiNiTmaNiTmaTma,"[0.5478383807367034, 0.31024669492408324, 0.14191492433921332]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
16,0,TmaNiNiTmaMoNiNiMoTmaTmaNiNiTmaNiNiTmaTmaTmaNiTmaTmaMoTmaNiTmaNiMoTmaTmaMoTmaMoTmaTmaNiTmaMoNiTmaTmaNiTmaNiTmaTmaNiTmaTmaTmaMoNiTmaNiNiNiMoMoNiTmaNiNiTmaNiNiNiTmaTmaMoMoNi,"[0.5743297927737451, 0.27383872722693603, 0.15183147999931884]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
17,0,TmaTmaNiTmaTmaMoNiNiNiNiTmaNiNiNiTmaMoNiNiNiTmaTmaTmaNiNiNiMoTmaTmaTmaTmaTmaTmaTmaNiNiNiTmaNiNiTmaMoNiNiTmaTmaTmaNiTmaNiTmaTmaNiTmaTmaTmaMoNiTmaNiTmaTmaNiMoNiTmaTmaTmaNiNiTma,"[0.6236171202027337, 0.3012255589194637, 0.07515732087780258]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
18,0,TmaTmaNiTmaTmaNiNiNiTmaTmaTmaTmaTmaNiTmaMoNiNiTmaTmaNiTmaNiTmaTmaTmaNiTmaNiNiMoTmaTmaNiMoNiNiTmaNiTmaTmaNiNiTmaTmaTmaMoTmaTmaNiMoTmaTmaNiNiNiTmaTmaTmaNiTmaMoNiNiTmaTmaMoNiTmaNi,"[0.6479333604409899, 0.2660253703286092, 0.08604126923040084]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
19,0,TmaNiNiNiTmaTmaNiMoNiTmaNiTmaNiTmaMoTmaMoNiTmaNiNiTmaMoNiTmaMoTmaTmaMoTmaNiNiNiNiTmaTmaTmaMoTmaNiNiTmaNiTmaNiNiTmaTmaTmaNiNiNiTmaNiNiTmaNiTmaNiNiMoTmaNiNiMoNiNiTmaNiNi,"[0.5216465996332416, 0.3596027344253836, 0.11875066594137473]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
20,0,MoNiTmaTmaTmaTmaNiNiTmaNiTmaNiNiNiNiNiNiTmaNiTmaNiNiTmaNiTmaTmaNiNiNiNiMoTmaTmaTmaNiTmaNiTmaTmaNiNiTmaNiTmaNiTmaNiTmaNiNiTmaNiTmaTmaNiTmaNiMoNiTmaTmaNiNiTmaNiNiNiNiNiNi,"[0.5447606175462112, 0.4153782296418792, 0.039861152811909696]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
21,0,NiTmaMoNiTmaTmaNiNiNiTmaTmaNiTmaNiNiMoNiNiNiNiNiNiTmaTmaNiTmaNiNiTmaNiNiNiNiTmaNiNiTmaMoNiTmaNiTmaNiTmaNiNiTmaTmaMoNiTmaTmaNiNiNiNiTmaTmaNiNiTmaMoNiNiTmaTmaTmaNiNiNi,"[0.49689903846153854, 0.4352307692307691, 0.06787019230769231]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
22,0,MoNiTmaMoNiNiNiNiTmaTmaNiTmaTmaTmaTmaNiTmaTmaNiTmaMoNiNiNiNiMoTmaNiMoTmaTmaTmaNiTmaNiTmaTmaNiTmaTmaNiMoTmaTmaMoTmaNiTmaNiNiTmaTmaTmaNiMoMoMoNiTmaTmaTmaTmaTmaNiNiTmaTmaTmaNiMo,"[0.6159626503394826, 0.24794018585435065, 0.1360971638061667]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
23,0,NiTmaTmaNiNiTmaNiTmaTmaTmaNiMoTmaNiTmaNiTmaMoNiTmaTmaMoNiTmaTmaNiNiNiNiTmaTmaNiNiMoTmaNiNiTmaTmaNiTmaNiNiNiNiNiTmaTmaMoTmaTmaMoNiNiTmaNiMoTmaTmaTmaTmaTmaTmaMoNiTmaTmaMoNiTma,"[0.605787162846212, 0.281381544593284, 0.11283129256050385]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
24,0,NiMoTmaTmaNiTmaTmaNiNiTmaNiNiTmaTmaNiTmaNiNiMoTmaTmaTmaTmaTmaNiTmaTmaNiNiNiTmaTmaNiNiNiTmaNiTmaNiTmaMoTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiNiNiTmaTmaTmaMoTmaTmaNiTmaNiNiNiTmaMoNiTmaNi,"[0.6637625188759483, 0.2749796052974155, 0.061257875826636346]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
25,0,TmaNiNiNiNiMoMoNiNiTmaNiNiTmaNiTmaTmaNiNiNiNiTmaTmaMoTmaNiTmaNiTmaNiTmaTmaMoTmaTmaMoNiMoTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaMoNiNiTmaNiTmaTmaNiNiTmaNiNiTmaNiTmaMoNiNiTmaNiTmaNi,"[0.5801555951700855, 0.3175966675509015, 0.10224773727901293]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
26,0,TmaTmaMoNiNiNiTmaNiNiNiTmaNiNiNiTmaTmaNiNiTmaNiTmaNiNiNiTmaNiMoNiTmaNiNiTmaNiTmaTmaTmaNiNiNiMoNiNiNiTmaNiNiNiTmaTmaTmaTmaTmaNiTmaNiNiTmaNiMoTmaNiTmaNiMoMoNiNiTmaTmaNi,"[0.5108044814647259, 0.40869224715726554, 0.08050327137800858]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
27,0,NiTmaNiMoNiTmaMoMoNiNiTmaNiNiTmaTmaTmaTmaNiNiNiTmaNiNiTmaTmaTmaNiMoNiTmaNiNiTmaNiMoTmaTmaNiNiTmaTmaNiNiNiTmaTmaTmaTmaNiTmaNiTmaTmaNiTmaNiTmaNiNiTmaNiNiNiNiTmaMoTmaTmaNiMo,"[0.5676886276441193, 0.3418490136646962, 0.09046235869118445]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
28,0,TmaTmaNiTmaNiNiNiTmaTmaTmaNiNiNiTmaTmaTmaTmaTmaMoNiMoNiNiTmaTmaNiNiNiMoNiNiNiNiMoTmaNiMoTmaMoNiTmaTmaNiNiTmaNiMoNiNiNiNiTmaNiNiMoTmaTmaTmaTmaMoNiMoNiNiNiTmaMoNiTmaTma,"[0.5040945973450539, 0.35025479266264653, 0.1456506099922995]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
29,0,MoNiNiTmaTmaTmaTmaMoTmaMoTmaMoNiMoMoTmaTmaTmaNiTmaNiNiTmaTmaTmaNiNiTmaNiMoMoNiNiNiMoTmaNiNiMoNiTmaTmaTmaNiNiNiNiTmaTmaTmaNiNiNiMoMoTmaTmaTmaNiNiNiNiTmaNiTmaTmaNiNiTmaTma,"[0.5464396044946934, 0.2991394013091746, 0.15442099419613192]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
30,0,NiNiTmaNiTmaTmaNiTmaMoNiNiNiMoTmaTmaNiTmaNiTmaTmaNiTmaTmaNiNiTmaNiNiTmaTmaNiMoNiNiNiTmaTmaTmaTmaTmaTmaNiNiNiNiTmaTmaNiMoNiTmaNiNiTmaTmaNiTmaNiNiNiNiTmaTmaNiMoNiTmaTmaTmaTma,"[0.5983545683568752, 0.3377956281632043, 0.06384980347992057]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
31,0,TmaNiTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaNiNiNiTmaTmaTmaNiMoTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaNiTmaNiTmaNiNiNiNiMoTmaNiTmaNiNiTmaMoTmaNiTmaNiNiTmaTmaNiTmaTmaTmaNiNiTmaTmaMoTmaTmaTmaNiTmaTma,"[0.7140668930868268, 0.23835622670887258, 0.04757688020430052]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
32,0,NiNiNiMoTmaTmaNiNiNiTmaNiNiMoTmaNiTmaNiNiTmaTmaMoNiTmaNiNiTmaNiNiNiMoTmaNiTmaTmaNiNiNiTmaTmaNiMoNiTmaNiNiNiNiNiNiNiTmaNiTmaTmaNiNiTmaTmaTmaTmaNiTmaNiTmaTmaTmaMoNiTmaTma,"[0.5404859244760783, 0.3804173444670014, 0.07909673105692029]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
33,0,NiNiTmaTmaTmaTmaNiNiTmaNiNiNiNiNiNiTmaTmaTmaNiMoNiMoNiMoNiTmaNiTmaTmaTmaTmaTmaTmaNiMoNiTmaTmaMoTmaNiNiNiTmaTmaNiMoTmaNiMoNiNiTmaNiNiNiTmaTmaMoNiMoNiNiTmaNiTmaNiTmaTmaNi,"[0.5362777954337613, 0.3460008579881382, 0.11772134657810056]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
34,0,TmaMoTmaTmaTmaNiTmaMoMoNiNiNiNiNiMoNiTmaNiTmaNiTmaNiMoNiTmaTmaNiNiTmaNiTmaTmaTmaNiNiMoNiNiTmaTmaNiTmaNiNiNiNiMoTmaTmaMoNiTmaTmaNiNiNiTmaNiTmaNiNiTmaTmaNiNiTmaTmaTmaNiTma,"[0.552078009030938, 0.34391240561306946, 0.10400958535599265]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
35,0,NiNiTmaTmaNiMoTmaTmaNiNiNiTmaTmaTmaNiTmaTmaNiNiTmaNiTmaTmaTmaTmaNiTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiNiTmaMoNiMoTmaMoTmaMoTmaMoNiNiMoTmaTmaTmaNiTmaTmaMoTmaTmaTmaNiTmaTmaTma,"[0.7073892209471296, 0.1983468591074241, 0.09426391994544618]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
36,0,NiNiTmaNiNiNiTmaTmaTmaTmaNiMoTmaNiTmaTmaNiNiTmaMoMoNiMoTmaTmaTmaTmaTmaNiNiTmaNiNiNiNiTmaNiTmaNiNiMoNiTmaMoNiTmaTmaNiNiTmaNiTmaTmaNiTmaMoTmaMoNiNiMoNiNiNiNiTmaTmaNiTmaNi,"[0.5362777954337613, 0.3460008579881382, 0.11772134657810056]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
37,0,NiTmaTmaNiNiTmaTmaNiMoTmaNiNiTmaTmaTmaNiTmaMoTmaTmaTmaNiTmaTmaTmaTmaTmaNiNiNiNiNiNiNiMoTmaTmaTmaTmaMoTmaTmaNiNiMoTmaMoNiNiTmaTmaTmaNiTmaMoNiMoTmaTmaNiNiNiNiTmaTmaMoTmaNiNiMo,"[0.6042840248218312, 0.2706589478626383, 0.12505702731553048]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
38,0,TmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaTmaNiTmaTmaNiMoNiNiTmaNiTmaTmaTmaNiTmaNiNiTmaTmaMoNiTmaNiNiTmaTmaTmaNiTmaTmaNiTmaNiNiNiMoTmaNiMoNiTmaTmaTmaNiTmaNiNiNiTmaTmaNiTmaTmaTmaNiTmaNiTmaMo,"[0.6762119979511284, 0.26302346302346297, 0.060764539025408584]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
