ID,y_probs,y_pred,y_true,mask
pepID6616,"[0.9302268624305725, 0.025624359026551247, 0.044148724526166916]",0,0,1
polyID12_S64,"[0.0011431333841755986, 0.40012386441230774, 0.5987329483032227]",2,1,1
pepID1264,"[0.05808620899915695, 0.4322425127029419, 0.5096712112426758]",2,1,1
pepID90,"[0.7297829389572144, 0.21711906790733337, 0.05309802666306496]",0,0,1
pepID3184,"[0.030666347593069077, 0.34401312470436096, 0.625320553779602]",2,1,1
pepID9554,"[0.9360737204551697, 0.053178317844867706, 0.010747839696705341]",0,0,1
polyID18_S19,"[0.003099409630522132, 0.2951481342315674, 0.7017524242401123]",2,2,1
pepID9877,"[0.9742035865783691, 0.0177865419536829, 0.008009827695786953]",0,0,1
polyID30_S92,"[0.48678919672966003, 0.49874347448349, 0.014467365108430386]",1,0,1
pepID10714,"[0.9645153284072876, 0.028766052797436714, 0.006718552205711603]",0,0,1
pepID10095,"[0.9773349761962891, 0.017645468935370445, 0.0050195311196148396]",0,0,1
pepID6839,"[0.9659490585327148, 0.027393177151679993, 0.006657739169895649]",0,0,1
pepID3076,"[0.009045746177434921, 0.20632310211658478, 0.7846311926841736]",2,2,1
pepID913,"[0.14525318145751953, 0.6095398664474487, 0.24520692229270935]",1,0,1
pepID8445,"[0.9583075046539307, 0.03390948101878166, 0.007782956585288048]",0,0,1
pepID5840,"[0.6596059799194336, 0.29900264739990234, 0.04139126464724541]",0,0,1
pepID2482,"[0.06174449250102043, 0.46131953597068787, 0.47693589329719543]",2,2,1
pepID7251,"[0.7077345848083496, 0.20012885332107544, 0.09213659912347794]",0,0,1
pepID5619,"[0.97580885887146, 0.019290540367364883, 0.0049006324261426926]",0,0,1
pepID9464,"[0.9787468314170837, 0.014454610645771027, 0.0067986357025802135]",0,0,1
pepID6197,"[0.8898757696151733, 0.08820993453264236, 0.021914297714829445]",0,0,1
polyID36_S71,"[0.8999308347702026, 0.0922272652387619, 0.007841920480132103]",0,2,1
pepID2352,"[0.12370872497558594, 0.44160813093185425, 0.4346832036972046]",1,1,1
pepID9021,"[0.9961552023887634, 0.0027185776270926, 0.001126270042732358]",0,0,1
polyID26_S95,"[0.013188126496970654, 0.898945689201355, 0.08786623179912567]",1,0,1
pepID7522,"[0.9697242975234985, 0.023698991164565086, 0.006576715502887964]",0,0,1
pepID8281,"[0.9490095973014832, 0.04003366082906723, 0.010956699959933758]",0,0,1
polyID18_S46,"[0.0008526926394551992, 0.3113252818584442, 0.6878221035003662]",2,2,1
pepID4173,"[0.017666393890976906, 0.2749810218811035, 0.7073526382446289]",2,2,1
pepID624,"[0.03005332127213478, 0.3470207154750824, 0.622925877571106]",2,1,1
pepID1580,"[0.024931631982326508, 0.3024880588054657, 0.6725802421569824]",2,1,1
pepID5767,"[0.1868068426847458, 0.6029091477394104, 0.210284024477005]",1,0,1
pepID4919,"[0.0905119851231575, 0.30218395590782166, 0.607304036617279]",2,1,1
polyID25_S7,"[0.998149037361145, 0.0014137711841613054, 0.0004372124094516039]",0,0,1
polyID23_S91,"[2.5850647489278344e-06, 0.0002368334971833974, 0.9997605681419373]",2,1,1
pepID5950,"[0.9704259037971497, 0.02028641663491726, 0.009287616237998009]",0,0,1
pepID10703,"[0.9795629978179932, 0.008023557253181934, 0.012413459829986095]",0,0,1
pepID5013,"[0.017385857179760933, 0.28645142912864685, 0.696162760257721]",2,1,1
pepID3907,"[0.2725854516029358, 0.5788577198982239, 0.14855681359767914]",1,1,1
polyID9_S69,"[0.0005395828629843891, 0.9371164441108704, 0.062344007194042206]",1,0,1
polyID31_S87,"[0.013605868443846703, 0.5689694285392761, 0.41742467880249023]",1,0,1
pepID8392,"[0.9076412320137024, 0.03681736811995506, 0.05554138869047165]",0,0,1
pepID1116,"[0.053237877786159515, 0.41926103830337524, 0.5275010466575623]",2,1,1
polyID18_S99,"[0.01088282186537981, 0.5335559248924255, 0.4555612802505493]",1,2,1
polyID23_S44,"[2.847040377673693e-06, 0.00021906534675508738, 0.9997780919075012]",2,1,1
pepID4778,"[0.42183786630630493, 0.37385767698287964, 0.20430442690849304]",0,1,1
pepID2582,"[0.06982769072055817, 0.4680462181568146, 0.46212610602378845]",1,1,1
pepID10008,"[0.9203694462776184, 0.06851211935281754, 0.011118440888822079]",0,0,1
pepID10457,"[0.9963636994361877, 0.001991763012483716, 0.0016445983201265335]",0,0,1
polyID23_S67,"[2.764214514172636e-05, 0.0009807045571506023, 0.9989916682243347]",2,1,1
pepID10032,"[0.9264314770698547, 0.04559464007616043, 0.02797395922243595]",0,0,1
pepID747,"[0.17088909447193146, 0.6104196906089783, 0.2186911702156067]",1,0,1
pepID5349,"[0.821969747543335, 0.08228933066129684, 0.09574098885059357]",0,0,1
polyID50_S78,"[0.3014448881149292, 0.6637336015701294, 0.0348215214908123]",1,1,1
pepID622,"[0.053356364369392395, 0.4322076737880707, 0.5144359469413757]",2,0,1
pepID7877,"[0.24478130042552948, 0.49336186051368713, 0.2618568241596222]",1,0,1
pepID10269,"[0.06714404374361038, 0.4461438059806824, 0.486712247133255]",2,0,1
pepID8084,"[0.9673542976379395, 0.009577748365700245, 0.023067966103553772]",0,0,1
pepID9568,"[0.345887154340744, 0.2485995590686798, 0.4055132567882538]",2,0,1
pepID1499,"[0.35167813301086426, 0.47108718752861023, 0.1772346943616867]",1,1,1
polyID9_S92,"[0.00031771440990269184, 0.9589210748672485, 0.04076129570603371]",1,0,1
pepID5485,"[0.9790288209915161, 0.01636331155896187, 0.004607831127941608]",0,0,1
polyID31_S57,"[0.11281938850879669, 0.7634970545768738, 0.12368357926607132]",1,0,1
polyID22_S89,"[0.027615785598754883, 0.8463900089263916, 0.12599420547485352]",1,1,1
pepID5258,"[0.6235812902450562, 0.19084963202476501, 0.18556910753250122]",0,0,1
pepID6508,"[0.9824544787406921, 0.009114814922213554, 0.008430758491158485]",0,0,1
polyID26_S62,"[0.15993386507034302, 0.7986536026000977, 0.04141252487897873]",1,0,1
polyID25_S56,"[0.9974138736724854, 0.0018793415511026978, 0.0007067153928801417]",0,0,1
pepID3453,"[0.013747278600931168, 0.25346100330352783, 0.7327917218208313]",2,2,1
pepID6075,"[0.9619415998458862, 0.029270239174365997, 0.008788179606199265]",0,0,1
pepID6690,"[0.9768108129501343, 0.016876794397830963, 0.006312411278486252]",0,0,1
pepID5178,"[0.5715134739875793, 0.23645824193954468, 0.19202829897403717]",0,0,1
pepID7934,"[0.3843754529953003, 0.48841485381126404, 0.12720969319343567]",1,0,1
pepID398,"[0.03648771345615387, 0.3344886898994446, 0.6290236115455627]",2,1,1
pepID1591,"[0.12377335876226425, 0.40281668305397034, 0.4734099805355072]",2,2,1
polyID26_S22,"[0.019656898453831673, 0.8983274698257446, 0.08201563358306885]",1,0,1
pepID6941,"[0.9828528761863708, 0.013584909960627556, 0.003562166588380933]",0,0,1
pepID7912,"[0.0041442071087658405, 0.12032415717840195, 0.8755316734313965]",2,0,1
pepID5177,"[0.8910590410232544, 0.06564763933420181, 0.04329333081841469]",0,0,1
pepID1274,"[0.08764874935150146, 0.4906966984272003, 0.421654611825943]",1,1,1
pepID4179,"[0.027047112584114075, 0.3080807030200958, 0.6648721098899841]",2,1,1
polyID23_S5,"[4.838777385884896e-06, 0.0002914269862230867, 0.9997037053108215]",2,1,1
pepID1570,"[0.10695255547761917, 0.4714471399784088, 0.42160025238990784]",1,1,1
pepID6370,"[0.9476021528244019, 0.04137460142374039, 0.011023266240954399]",0,0,1
pepID6724,"[0.9538601636886597, 0.03670470044016838, 0.009435081854462624]",0,0,1
polyID32_S18,"[6.641704430876416e-07, 0.00012082847388228402, 0.9998785257339478]",2,2,1
pepID4001,"[0.10296489298343658, 0.5083467364311218, 0.38868841528892517]",1,2,1
pepID6603,"[0.9629729986190796, 0.011606086976826191, 0.025420909747481346]",0,0,1
polyID50_S40,"[0.23039159178733826, 0.7212326526641846, 0.04837571084499359]",1,1,1
pepID10069,"[0.709139883518219, 0.18692246079444885, 0.10393764823675156]",0,0,1
polyID18_S26,"[0.003085714066401124, 0.2943219244480133, 0.7025923728942871]",2,2,1
pepID2073,"[0.05038214847445488, 0.3799949884414673, 0.5696228742599487]",2,1,1
polyID32_S7,"[9.010270787257468e-07, 0.00011677583825075999, 0.9998823404312134]",2,2,1
polyID11_S58,"[0.0010882781352847815, 0.45025742053985596, 0.5486542582511902]",2,1,1
polyID18_S39,"[0.0013808655785396695, 0.3015908896923065, 0.6970282196998596]",2,2,1
polyID25_S41,"[0.9972900152206421, 0.0018378120148554444, 0.0008722058264538646]",0,0,1
polyID23_S57,"[7.698487024754286e-06, 0.00048816780326887965, 0.9995040893554688]",2,1,1
polyID11_S62,"[0.0007945511606521904, 0.506670355796814, 0.4925350844860077]",1,1,1
pepID5123,"[0.971321702003479, 0.01832929439842701, 0.01034895796328783]",0,0,1
pepID10265,"[0.6190407872200012, 0.21459771692752838, 0.1663614958524704]",0,0,1
pepID849,"[0.06136518344283104, 0.501782238483429, 0.4368526041507721]",1,1,1
polyID32_S100,"[1.009843117572018e-06, 0.00010772487439680845, 0.9998912811279297]",2,2,1
pepID7229,"[0.8537331819534302, 0.059736523777246475, 0.08653028309345245]",0,0,1
pepID2229,"[0.00490344176068902, 0.15622012317180634, 0.8388764262199402]",2,1,1
pepID2000,"[0.03830504044890404, 0.33110401034355164, 0.6305909752845764]",2,2,1
polyID36_S79,"[0.7441840171813965, 0.22066053748130798, 0.03515545278787613]",0,2,1
pepID1382,"[0.033597853034734726, 0.317588210105896, 0.6488139033317566]",2,2,1
pepID9195,"[0.9733320474624634, 0.02141677215695381, 0.005251198075711727]",0,0,1
pepID7337,"[0.8994479775428772, 0.053944181650877, 0.04660787433385849]",0,0,1
pepID5603,"[0.7265767455101013, 0.11750570684671402, 0.15591756999492645]",0,0,1
polyID31_S22,"[0.3119669258594513, 0.6318795084953308, 0.05615361034870148]",1,0,1
pepID6104,"[0.0849205031991005, 0.44251325726509094, 0.4725663363933563]",2,0,1
polyID26_S77,"[0.05299391224980354, 0.8935707211494446, 0.05343532934784889]",1,0,1
pepID1324,"[0.06596750766038895, 0.459989458322525, 0.47404301166534424]",2,1,1
pepID8245,"[0.77304607629776, 0.18409660458564758, 0.04285737872123718]",0,0,1
polyID36_S24,"[0.9291554689407349, 0.05169373005628586, 0.01915075071156025]",0,2,1
pepID4890,"[0.0351155623793602, 0.34446626901626587, 0.6204181909561157]",2,2,1
pepID8213,"[0.11742183566093445, 0.5901761054992676, 0.292402058839798]",1,0,1
pepID4854,"[0.275044322013855, 0.37625113129615784, 0.34870457649230957]",1,1,1
pepID2088,"[0.16720888018608093, 0.552551805973053, 0.28023943305015564]",1,1,1
pepID6063,"[0.9436177611351013, 0.03829406574368477, 0.018088195472955704]",0,0,1
pepID2222,"[0.008344752714037895, 0.19498546421527863, 0.7966697812080383]",2,2,1
pepID2981,"[0.11845535784959793, 0.5542417764663696, 0.3273029029369354]",1,1,1
pepID5110,"[0.18779076635837555, 0.3151785731315613, 0.49703070521354675]",2,2,1
polyID26_S92,"[0.01563018374145031, 0.8954260349273682, 0.08894375711679459]",1,0,1
polyID31_S69,"[0.1899513453245163, 0.7195512056350708, 0.09049739688634872]",1,0,1
pepID1307,"[0.04041864350438118, 0.37082135677337646, 0.5887599587440491]",2,1,1
pepID5664,"[0.7862316966056824, 0.08196813613176346, 0.13180011510849]",0,0,1
pepID1489,"[0.057113174349069595, 0.41574597358703613, 0.5271409153938293]",2,2,1
polyID18_S7,"[0.0008304794901050627, 0.2965891659259796, 0.7025803923606873]",2,2,1
pepID6115,"[0.8269596099853516, 0.1180528774857521, 0.0549875907599926]",0,0,1
pepID2245,"[0.14271551370620728, 0.47570738196372986, 0.38157713413238525]",1,2,1
polyID28_S39,"[0.9846004843711853, 0.00772634893655777, 0.007673167157918215]",0,0,1
polyID30_S9,"[0.5896502733230591, 0.4022887051105499, 0.008061015978455544]",0,0,1
pepID5479,"[0.9758098721504211, 0.017242563888430595, 0.0069476040080189705]",0,0,1
pepID9132,"[0.9673430323600769, 0.02541443146765232, 0.007242552936077118]",0,0,1
pepID2714,"[0.01910315826535225, 0.3136027753353119, 0.6672940850257874]",2,1,1
polyID28_S75,"[0.9340793490409851, 0.03211032599210739, 0.03381037339568138]",0,0,1
polyID11_S33,"[0.0009349624742753804, 0.5339089035987854, 0.4651561379432678]",1,1,1
pepID6596,"[0.5136420726776123, 0.1943707913160324, 0.2919871509075165]",0,0,1
pepID5531,"[0.9477600455284119, 0.04117885231971741, 0.011061137542128563]",0,0,1
pepID3019,"[0.029235590249300003, 0.3264521062374115, 0.6443123817443848]",2,0,1
pepID9286,"[0.947608232498169, 0.034541405737400055, 0.01785043440759182]",0,0,1
pepID7722,"[0.959218442440033, 0.031253255903720856, 0.009528226219117641]",0,0,1
polyID9_S37,"[0.0003647909325081855, 0.9555336833000183, 0.044101566076278687]",1,0,1
pepID9909,"[0.0807931199669838, 0.45542770624160767, 0.463779091835022]",2,0,1
pepID3976,"[0.7313159704208374, 0.14958293735980988, 0.11910112202167511]",0,1,1
pepID6261,"[0.04446474835276604, 0.3711102604866028, 0.5844249725341797]",2,0,1
pepID4488,"[0.01181674562394619, 0.24264249205589294, 0.7455407977104187]",2,1,1
polyID26_S67,"[0.0070670535787940025, 0.8815563321113586, 0.11137660592794418]",1,0,1
polyID30_S89,"[0.30918315052986145, 0.6703899502754211, 0.020426882430911064]",1,0,1
polyID41_S98,"[0.9241307377815247, 0.06669575721025467, 0.009173514321446419]",0,1,1
polyID11_S90,"[0.0011096702655777335, 0.41311565041542053, 0.5857746601104736]",2,1,1
polyID9_S2,"[0.00013220100663602352, 0.978206992149353, 0.021660827100276947]",1,0,1
polyID36_S76,"[0.8962690830230713, 0.08807225525379181, 0.015658631920814514]",0,2,1
pepID1351,"[0.2528689205646515, 0.24424636363983154, 0.5028848052024841]",2,0,1
pepID8585,"[0.19813336431980133, 0.5536254644393921, 0.24824117124080658]",1,0,1
pepID10545,"[0.9800002574920654, 0.012902982532978058, 0.007096759043633938]",0,0,1
polyID31_S82,"[0.03603751212358475, 0.8446721434593201, 0.11929034441709518]",1,0,1
pepID8777,"[0.7952263355255127, 0.15016858279705048, 0.054605092853307724]",0,0,1
pepID8339,"[0.9588821530342102, 0.032987721264362335, 0.008130092173814774]",0,0,1
pepID3064,"[0.009179494343698025, 0.19300071895122528, 0.7978197336196899]",2,2,1
polyID23_S3,"[8.381349289265927e-06, 0.00042919054976664484, 0.9995624423027039]",2,1,1
pepID7783,"[0.9364848732948303, 0.050255753099918365, 0.01325947418808937]",0,0,1
pepID2813,"[0.10542472451925278, 0.5471524000167847, 0.3474228084087372]",1,1,1
pepID9737,"[0.13631130754947662, 0.5461977124214172, 0.31749096512794495]",1,0,1
pepID3975,"[0.39908266067504883, 0.18675173819065094, 0.4141656160354614]",2,1,1
pepID6992,"[0.952573835849762, 0.03696295619010925, 0.010463204234838486]",0,0,1
polyID32_S75,"[1.0607867579892627e-06, 0.00011474357597762719, 0.9998841285705566]",2,2,1
pepID4789,"[0.11446751654148102, 0.5576590895652771, 0.3278734087944031]",1,0,1
polyID40_S14,"[3.8446384564849723e-07, 8.583585440646857e-05, 0.9999138116836548]",2,2,1
polyID32_S23,"[2.6854155521505163e-07, 5.961367060081102e-05, 0.9999401569366455]",2,2,1
pepID5443,"[0.9133492708206177, 0.0701524093747139, 0.016498297452926636]",0,0,1
pepID1536,"[0.05858468636870384, 0.37596395611763, 0.5654513239860535]",2,2,1
polyID9_S6,"[0.00029576357337646186, 0.962324321269989, 0.0373799130320549]",1,0,1
polyID41_S2,"[0.9754859805107117, 0.018969759345054626, 0.005544209387153387]",0,1,1
pepID5708,"[0.6027406454086304, 0.21974170207977295, 0.17751771211624146]",0,0,1
pepID1023,"[0.009092375636100769, 0.3248071074485779, 0.6661005616188049]",2,0,1
pepID9246,"[0.4586049020290375, 0.3783068060874939, 0.16308826208114624]",0,0,1
polyID9_S60,"[0.0002529259363655001, 0.9662011861801147, 0.03354586660861969]",1,0,1
pepID9375,"[0.8464412689208984, 0.05805736407637596, 0.0955013707280159]",0,0,1
polyID25_S77,"[0.9982814788818359, 0.0012498293071985245, 0.0004687825858127326]",0,0,1
pepID5689,"[0.8989700675010681, 0.07824162393808365, 0.022788379341363907]",0,0,1
pepID4926,"[0.1081213429570198, 0.34680262207984924, 0.5450759530067444]",2,2,1
pepID630,"[0.029051337391138077, 0.33888834714889526, 0.6320602893829346]",2,1,1
pepID9651,"[0.09475205093622208, 0.5010286569595337, 0.40421929955482483]",1,0,1
pepID6365,"[0.972269594669342, 0.019150134176015854, 0.008580228313803673]",0,0,1
pepID1563,"[0.08142849802970886, 0.4754009246826172, 0.44317057728767395]",1,2,1
pepID8727,"[0.7512197494506836, 0.16278015077114105, 0.08600013703107834]",0,0,1
polyID31_S2,"[0.011144188232719898, 0.5672172904014587, 0.421638548374176]",1,0,1
pepID6444,"[0.9642884135246277, 0.02838149480521679, 0.007330198306590319]",0,0,1
pepID2784,"[0.05665237084031105, 0.43752315640449524, 0.5058245062828064]",2,2,1
pepID8825,"[0.9618237018585205, 0.015596656128764153, 0.02257964387536049]",0,0,1
pepID5770,"[0.3168591260910034, 0.4705039858818054, 0.21263690292835236]",1,0,1
polyID12_S37,"[0.0007096750778146088, 0.3799620568752289, 0.6193282604217529]",2,1,1
polyID18_S35,"[0.0007143239490687847, 0.28416410088539124, 0.7151215672492981]",2,2,1
pepID670,"[0.07858341932296753, 0.49569401144981384, 0.42572256922721863]",1,1,1
polyID25_S37,"[0.9978861212730408, 0.001667337492108345, 0.0004465566307771951]",0,0,1
polyID22_S55,"[0.00798901729285717, 0.7702815532684326, 0.22172939777374268]",1,1,1
pepID3881,"[0.04443542659282684, 0.3930205702781677, 0.5625439286231995]",2,2,1
pepID7041,"[0.7015339136123657, 0.10623137652873993, 0.19223470985889435]",0,0,1
polyID22_S29,"[0.004957137163728476, 0.7690801620483398, 0.22596266865730286]",1,1,1
pepID9451,"[0.46253108978271484, 0.31327182054519653, 0.22419701516628265]",0,0,1
pepID9100,"[0.7088811993598938, 0.2010732740163803, 0.09004554152488708]",0,0,1
polyID9_S39,"[0.0002930632035713643, 0.9469020366668701, 0.05280497670173645]",1,0,1
pepID2005,"[0.06436464935541153, 0.44723838567733765, 0.48839694261550903]",2,0,1
pepID698,"[0.11920742690563202, 0.5776746869087219, 0.3031178414821625]",1,1,1
polyID11_S48,"[0.0003891957167070359, 0.2961280941963196, 0.7034827470779419]",2,1,1
polyID31_S95,"[0.02001493237912655, 0.819397509098053, 0.16058756411075592]",1,0,1
polyID11_S15,"[0.0005262831109575927, 0.3462443947792053, 0.653229296207428]",2,1,1
pepID346,"[0.055993903428316116, 0.4166299104690552, 0.5273761749267578]",2,2,1
pepID10513,"[0.9723634719848633, 0.01178226713091135, 0.015854235738515854]",0,0,1
polyID11_S11,"[0.0006662907544523478, 0.4625276029109955, 0.5368061065673828]",2,1,1
pepID8147,"[0.9336735606193542, 0.03287053853273392, 0.033455878496170044]",0,0,1
polyID9_S20,"[0.00021034348173998296, 0.9678648114204407, 0.03192487359046936]",1,0,1
polyID9_S71,"[0.0020647684577852488, 0.9242485165596008, 0.07368675619363785]",1,0,1
pepID425,"[0.37713316082954407, 0.23691290616989136, 0.3859539031982422]",2,1,1
pepID9462,"[0.9738675951957703, 0.019618313759565353, 0.00651418836787343]",0,0,1
pepID6246,"[0.9458910226821899, 0.04406379163265228, 0.010045300237834454]",0,0,1
pepID8360,"[0.9773839712142944, 0.0179666206240654, 0.004649487789720297]",0,0,1
