ID,y_probs,y_pred,y_true,mask
pepID2933,"[0.02410160005092621, 0.2876906096935272, 0.6882078051567078]",2,2,1
pepID2530,"[0.09494601935148239, 0.5998736023902893, 0.3051803708076477]",1,1,1
pepID10864,"[0.8960992097854614, 0.0534401498734951, 0.0504605658352375]",0,0,1
pepID5412,"[0.7157073020935059, 0.20726905763149261, 0.07702358812093735]",0,0,1
pepID1237,"[0.14391523599624634, 0.48276057839393616, 0.3733242154121399]",1,1,1
pepID2963,"[0.05218632146716118, 0.39778536558151245, 0.5500282645225525]",2,2,1
polyID26_S12,"[0.07322119176387787, 0.8960087895393372, 0.030770035460591316]",1,0,1
pepID10464,"[0.9093025326728821, 0.06081051751971245, 0.029886825010180473]",0,0,1
pepID10186,"[0.9242000579833984, 0.002311456250026822, 0.07348854094743729]",0,0,1
pepID7008,"[0.42215368151664734, 0.26574599742889404, 0.3121003210544586]",0,0,1
pepID5898,"[0.890914797782898, 0.07417913526296616, 0.034906111657619476]",0,0,1
pepID10012,"[0.9165828824043274, 0.0018166877562180161, 0.08160042762756348]",0,0,1
pepID1530,"[0.08744864910840988, 0.3744419813156128, 0.5381094217300415]",2,2,1
pepID1177,"[0.00941825658082962, 0.2170208841562271, 0.7735608220100403]",2,1,1
pepID3684,"[0.19870047271251678, 0.49800965189933777, 0.30328992009162903]",1,2,1
pepID1849,"[0.16858500242233276, 0.3544824719429016, 0.47693246603012085]",2,2,1
polyID41_S45,"[0.22036050260066986, 0.7261071801185608, 0.05353235453367233]",1,1,1
polyID26_S93,"[0.07162665575742722, 0.8975012898445129, 0.030872002243995667]",1,0,1
pepID5251,"[0.6526817679405212, 0.238957479596138, 0.10836075991392136]",0,0,1
pepID10429,"[0.7621902823448181, 0.13275939226150513, 0.10505030304193497]",0,0,1
pepID4786,"[0.2797265648841858, 0.5178239345550537, 0.2024495005607605]",1,2,1
polyID22_S16,"[0.05835632234811783, 0.9074835181236267, 0.03416013345122337]",1,1,1
pepID6247,"[0.9452254176139832, 0.021442130208015442, 0.03333243727684021]",0,0,1
pepID7290,"[0.9289452433586121, 0.03910692036151886, 0.031947843730449677]",0,0,1
pepID6558,"[0.8708691596984863, 0.0017735197907313704, 0.1273573637008667]",0,0,1
polyID50_S9,"[0.002056559780612588, 0.6904924511909485, 0.30745089054107666]",1,1,1
polyID32_S43,"[2.490645840680372e-07, 0.003921645227819681, 0.9960780739784241]",2,2,1
polyID41_S76,"[0.3382790684700012, 0.6092904806137085, 0.05243048444390297]",1,1,1
polyID26_S56,"[0.07486101984977722, 0.8945368528366089, 0.030602043494582176]",1,0,1
polyID36_S47,"[0.09665387123823166, 0.871178925037384, 0.032167207449674606]",1,2,1
polyID31_S86,"[0.001566890743561089, 0.5381238460540771, 0.4603092074394226]",1,0,1
polyID9_S40,"[0.09739242494106293, 0.8742373585700989, 0.028370166197419167]",1,0,1
polyID9_S15,"[0.08477365970611572, 0.8862671256065369, 0.028959209099411964]",1,0,1
polyID36_S95,"[0.07915233075618744, 0.8873347640037537, 0.03351294621825218]",1,2,1
pepID7651,"[0.9357023239135742, 0.03163580968976021, 0.032661840319633484]",0,0,1
pepID1580,"[0.037086524069309235, 0.40506014227867126, 0.5578532814979553]",2,1,1
polyID25_S46,"[0.9827059507369995, 0.008081914857029915, 0.009212161414325237]",0,0,1
pepID4113,"[0.06491836160421371, 0.4104708731174469, 0.5246108174324036]",2,1,1
polyID30_S52,"[0.9544304013252258, 0.020559081807732582, 0.02501060627400875]",0,0,1
pepID5164,"[0.5295984745025635, 0.25401484966278076, 0.21638664603233337]",0,0,1
pepID2734,"[0.02253170683979988, 0.4157247543334961, 0.5617435574531555]",2,2,1
polyID36_S2,"[0.08723767846822739, 0.8806350231170654, 0.03212727606296539]",1,2,1
polyID22_S29,"[0.050811655819416046, 0.9092321991920471, 0.03995615616440773]",1,1,1
pepID5954,"[0.6240715980529785, 0.21135032176971436, 0.16457808017730713]",0,0,1
pepID6299,"[0.8049822449684143, 0.14079353213310242, 0.05422418937087059]",0,0,1
pepID10767,"[0.8267590999603271, 0.11533047258853912, 0.057910460978746414]",0,0,1
pepID7329,"[0.8481011986732483, 0.10147883743047714, 0.05041996389627457]",0,0,1
pepID6386,"[0.9576025605201721, 0.006917934864759445, 0.03547956421971321]",0,0,1
pepID4162,"[0.10398348420858383, 0.418134868144989, 0.47788164019584656]",2,1,1
pepID2440,"[0.14358656108379364, 0.29412204027175903, 0.5622914433479309]",2,2,1
pepID5745,"[0.87871915102005, 0.0823884829878807, 0.038892392069101334]",0,0,1
pepID943,"[0.1839924454689026, 0.5262055993080139, 0.2898018956184387]",1,1,1
pepID1489,"[0.15239600837230682, 0.44659674167633057, 0.4010072350502014]",1,2,1
polyID23_S98,"[2.6387186835563625e-07, 0.00391339510679245, 0.9960863590240479]",2,1,1
pepID7150,"[0.9026163816452026, 0.002014427911490202, 0.09536918252706528]",0,0,1
pepID6368,"[0.8745750188827515, 0.05971451848745346, 0.06571047008037567]",0,0,1
pepID4139,"[0.008685619570314884, 0.30665257573127747, 0.6846617460250854]",2,1,1
pepID8833,"[0.7313429713249207, 0.22444383800029755, 0.04421311616897583]",0,0,1
pepID5706,"[0.5306110382080078, 0.21013782918453217, 0.25925111770629883]",0,0,1
pepID3731,"[0.2319575548171997, 0.4811248481273651, 0.28691762685775757]",1,1,1
pepID8921,"[0.910658597946167, 0.04557650163769722, 0.043764855712652206]",0,0,1
pepID4714,"[0.15750208497047424, 0.40133026242256165, 0.4411676526069641]",2,1,1
pepID2236,"[0.014576666988432407, 0.257019966840744, 0.7284033894538879]",2,2,1
pepID6150,"[0.8732176423072815, 0.08670171350240707, 0.040080685168504715]",0,0,1
pepID9216,"[0.9397292733192444, 0.0065330518409609795, 0.05373769626021385]",0,0,1
pepID7472,"[0.9488105773925781, 0.027055105194449425, 0.024134377017617226]",0,0,1
pepID6415,"[0.9444552659988403, 0.023186095058918, 0.032358620315790176]",0,0,1
pepID7571,"[0.6699129939079285, 0.2437916249036789, 0.08629542589187622]",0,0,1
pepID1212,"[0.1911352574825287, 0.3879238963127136, 0.4209408164024353]",2,1,1
polyID50_S42,"[0.001176286838017404, 0.7630186676979065, 0.23580504953861237]",1,1,1
pepID1556,"[0.08471304923295975, 0.354576975107193, 0.5607099533081055]",2,2,1
pepID8037,"[0.8077144622802734, 0.1414104551076889, 0.05087513104081154]",0,0,1
pepID2000,"[0.11010287702083588, 0.3258492946624756, 0.5640478730201721]",2,2,1
polyID41_S71,"[0.20639090240001678, 0.7464975714683533, 0.04711150750517845]",1,1,1
polyID40_S89,"[3.7261628449414275e-07, 0.003906313329935074, 0.9960933327674866]",2,2,1
polyID32_S64,"[2.7346879960532533e-07, 0.004540861118584871, 0.9954588413238525]",2,2,1
polyID26_S40,"[0.052366212010383606, 0.9127370119094849, 0.03489677608013153]",1,0,1
polyID32_S6,"[2.859188157344761e-07, 0.004377581644803286, 0.9956220984458923]",2,2,1
pepID2175,"[0.05201123654842377, 0.37280595302581787, 0.5751827955245972]",2,2,1
pepID8129,"[0.9371861815452576, 0.033701635897159576, 0.029112258926033974]",0,0,1
polyID11_S15,"[0.0038641176652163267, 0.8805568218231201, 0.11557906121015549]",1,1,1
pepID6754,"[0.9115237593650818, 0.05901990085840225, 0.029456352815032005]",0,0,1
pepID3714,"[0.5544672608375549, 0.16142550110816956, 0.2841072678565979]",0,2,1
pepID3120,"[0.07387875020503998, 0.482904314994812, 0.44321686029434204]",1,2,1
pepID8496,"[0.9696943759918213, 0.007473419886082411, 0.022832157090306282]",0,0,1
polyID26_S97,"[0.08594384789466858, 0.8851275444030762, 0.02892860770225525]",1,0,1
pepID5487,"[0.9666225910186768, 0.007350223604589701, 0.026027224957942963]",0,0,1
polyID32_S8,"[2.6222792826047225e-07, 0.003566669300198555, 0.9964330196380615]",2,2,1
pepID61,"[0.09748052060604095, 0.4374537765979767, 0.4650656580924988]",2,2,1
polyID22_S71,"[0.035887233912944794, 0.9234356880187988, 0.04067709669470787]",1,1,1
polyID36_S89,"[0.11969832330942154, 0.85160893201828, 0.02869272418320179]",1,2,1
polyID36_S8,"[0.04706243425607681, 0.9139828681945801, 0.03895469009876251]",1,2,1
polyID36_S51,"[0.13331139087677002, 0.8373957872390747, 0.02929282747209072]",1,2,1
pepID7236,"[0.12903890013694763, 0.4839843213558197, 0.38697683811187744]",1,0,1
polyID26_S54,"[0.07073260098695755, 0.8983448147773743, 0.030922643840312958]",1,0,1
pepID10540,"[0.896041989326477, 0.054623816162347794, 0.04933415353298187]",0,0,1
pepID1845,"[0.39488935470581055, 0.4004153907299042, 0.20469528436660767]",1,1,1
pepID10207,"[0.9587374925613403, 0.017122510820627213, 0.024139929562807083]",0,0,1
polyID50_S80,"[0.0005716502200812101, 0.48892858624458313, 0.5104997754096985]",2,1,1
pepID4414,"[0.011184200644493103, 0.21538145840168, 0.7734342813491821]",2,2,1
pepID1865,"[0.057218823581933975, 0.4185781478881836, 0.5242030024528503]",2,2,1
pepID8822,"[0.91777104139328, 0.040434207767248154, 0.04179469496011734]",0,0,1
polyID9_S91,"[0.03686435520648956, 0.9255858063697815, 0.03754982352256775]",1,0,1
polyID11_S61,"[0.00048571446677669883, 0.4247904419898987, 0.5747238397598267]",2,1,1
polyID26_S8,"[0.07580447196960449, 0.8944392800331116, 0.029756147414445877]",1,0,1
polyID22_S54,"[0.0479716882109642, 0.9158192873001099, 0.03620901331305504]",1,1,1
pepID9167,"[0.9129137992858887, 0.055283814668655396, 0.03180243819952011]",0,0,1
pepID3880,"[0.8310380578041077, 0.07074832171201706, 0.0982135459780693]",0,1,1
polyID23_S12,"[2.578454143531417e-07, 0.003569210646674037, 0.9964305758476257]",2,1,1
pepID10688,"[0.9573614597320557, 0.022622782737016678, 0.020015724003314972]",0,0,1
pepID6417,"[0.9387897253036499, 0.02758951112627983, 0.033620696514844894]",0,0,1
pepID1935,"[0.08851799368858337, 0.5079640746116638, 0.4035179615020752]",1,0,1
pepID1564,"[0.12363951653242111, 0.4697438180446625, 0.4066166877746582]",1,2,1
pepID1422,"[0.15322545170783997, 0.47412267327308655, 0.3726518452167511]",1,0,1
pepID8245,"[0.7566580772399902, 0.17117804288864136, 0.072163887321949]",0,0,1
polyID40_S98,"[2.882026421957562e-07, 0.0038462660741060972, 0.9961534142494202]",2,2,1
pepID10047,"[0.9129158854484558, 0.005256813485175371, 0.08182724565267563]",0,0,1
pepID10752,"[0.17553037405014038, 0.4788854718208313, 0.34558409452438354]",1,0,1
pepID1353,"[0.06592011451721191, 0.42895519733428955, 0.5051246881484985]",2,2,1
pepID9914,"[0.8941987156867981, 0.05932491272687912, 0.0464763268828392]",0,0,1
polyID26_S50,"[0.06725847721099854, 0.9008117914199829, 0.03192964941263199]",1,0,1
polyID40_S16,"[2.412229775927699e-07, 0.002673076232895255, 0.9973266124725342]",2,2,1
polyID9_S10,"[0.08534327894449234, 0.8857853412628174, 0.028871402144432068]",1,0,1
pepID5440,"[0.7041047215461731, 0.12627434730529785, 0.16962091624736786]",0,0,1
pepID10384,"[0.4870699942111969, 0.3721911907196045, 0.14073880016803741]",0,0,1
pepID6055,"[0.6536120772361755, 0.14368368685245514, 0.20270413160324097]",0,0,1
pepID2832,"[0.4917035400867462, 0.34811487793922424, 0.16018159687519073]",0,1,1
polyID22_S44,"[0.018322478979825974, 0.9292907118797302, 0.052386824041604996]",1,1,1
pepID457,"[0.8307953476905823, 0.12301497161388397, 0.04618972912430763]",0,1,1
polyID9_S20,"[0.08960488438606262, 0.8832938075065613, 0.027101317420601845]",1,0,1
pepID7068,"[0.8877435326576233, 0.06131132319569588, 0.05094509199261665]",0,0,1
pepID4110,"[0.03903563693165779, 0.3170414865016937, 0.6439228653907776]",2,2,1
pepID4378,"[0.00938921608030796, 0.3071325421333313, 0.6834781765937805]",2,2,1
polyID9_S88,"[0.08545999228954315, 0.8856077790260315, 0.028932200744748116]",1,0,1
pepID10610,"[0.9743117690086365, 0.005380300804972649, 0.02030799724161625]",0,0,1
pepID498,"[0.10655701905488968, 0.6029114723205566, 0.2905315160751343]",1,1,1
pepID2252,"[0.7524470686912537, 0.1438395380973816, 0.10371340066194534]",0,2,1
polyID23_S28,"[2.5618538757044007e-07, 0.002856924431398511, 0.9971428513526917]",2,1,1
pepID3376,"[0.015575005672872066, 0.26493510603904724, 0.7194898724555969]",2,2,1
pepID8718,"[0.9409871697425842, 0.033077314496040344, 0.02593555860221386]",0,0,1
pepID5345,"[0.5613992810249329, 0.29930686950683594, 0.1392938643693924]",0,0,1
pepID2128,"[0.03163551911711693, 0.330464243888855, 0.6379002928733826]",2,1,1
pepID6166,"[0.5524072647094727, 0.3329935371875763, 0.11459911614656448]",0,0,1
polyID26_S52,"[0.03824422508478165, 0.9261912703514099, 0.03556441888213158]",1,0,1
pepID2471,"[0.11819951981306076, 0.595145046710968, 0.2866554260253906]",1,0,1
polyID9_S89,"[0.09055130928754807, 0.8824419379234314, 0.027006661519408226]",1,0,1
polyID31_S100,"[0.000838831823784858, 0.654178261756897, 0.34498289227485657]",1,0,1
pepID10269,"[0.41206878423690796, 0.3441388010978699, 0.24379239976406097]",0,0,1
pepID10640,"[0.9143556952476501, 0.0407041497528553, 0.044940125197172165]",0,0,1
polyID40_S15,"[3.4650486213649856e-07, 0.0011386172845959663, 0.9988610744476318]",2,2,1
polyID30_S60,"[0.7086851000785828, 0.0026157009415328503, 0.2886991500854492]",0,0,1
pepID7396,"[0.8990015983581543, 0.0621604286134243, 0.038837943226099014]",0,0,1
pepID10569,"[0.9208017587661743, 0.04570124298334122, 0.03349693492054939]",0,0,1
pepID931,"[0.14275811612606049, 0.5197345614433289, 0.33750730752944946]",1,2,1
pepID1381,"[0.1314639151096344, 0.34431949257850647, 0.5242166519165039]",2,2,1
pepID2327,"[0.22643443942070007, 0.37274181842803955, 0.40082377195358276]",2,1,1
pepID7487,"[0.14095959067344666, 0.47991713881492615, 0.3791232407093048]",1,0,1
pepID4760,"[0.665435791015625, 0.21081355214118958, 0.12375065684318542]",0,2,1
polyID28_S98,"[0.9796547293663025, 0.008986965753138065, 0.011358309537172318]",0,0,1
pepID616,"[0.1725640892982483, 0.6374077796936035, 0.1900281310081482]",1,1,1
pepID6021,"[0.5346454381942749, 0.23172521591186523, 0.23362934589385986]",0,0,1
polyID40_S54,"[2.686172422272648e-07, 0.00348238879814744, 0.9965173006057739]",2,2,1
pepID5997,"[0.7385266423225403, 0.1810610592365265, 0.08041230589151382]",0,0,1
polyID50_S97,"[0.20897434651851654, 0.6711819767951965, 0.11984366923570633]",1,1,1
polyID31_S18,"[0.0006076181889511645, 0.5126063227653503, 0.4867860972881317]",1,0,1
pepID1026,"[0.20468299090862274, 0.48519426584243774, 0.3101227581501007]",1,0,1
pepID410,"[0.17504766583442688, 0.32427752017974854, 0.5006747841835022]",2,2,1
polyID36_S71,"[0.12202566117048264, 0.8486334085464478, 0.029341019690036774]",1,2,1
pepID10804,"[0.7248979210853577, 0.1507721245288849, 0.12432987242937088]",0,0,1
polyID30_S34,"[0.8060936331748962, 0.005100662354379892, 0.18880566954612732]",0,0,1
pepID2823,"[0.07225296646356583, 0.4245148003101349, 0.5032322406768799]",2,1,1
pepID7585,"[0.8575776815414429, 0.06842579692602158, 0.07399653643369675]",0,0,1
pepID2567,"[0.3131836950778961, 0.4790433645248413, 0.20777291059494019]",1,1,1
pepID2036,"[0.39349687099456787, 0.34829962253570557, 0.25820350646972656]",0,1,1
polyID40_S21,"[2.2708235292157042e-07, 0.0028200431261211634, 0.9971797466278076]",2,2,1
pepID10686,"[0.7981808185577393, 0.1298854798078537, 0.07193376868963242]",0,0,1
polyID26_S63,"[0.06663356721401215, 0.9025638699531555, 0.0308025311678648]",1,0,1
pepID9052,"[0.7892833352088928, 0.11072683334350586, 0.09998984634876251]",0,0,1
pepID6844,"[0.9615744352340698, 0.017073163762688637, 0.021352486684918404]",0,0,1
pepID6525,"[0.9562628269195557, 0.01934121549129486, 0.024395916610956192]",0,0,1
polyID22_S32,"[0.05353638157248497, 0.9114307165145874, 0.03503291681408882]",1,1,1
pepID1870,"[0.12397675961256027, 0.4548643231391907, 0.42115890979766846]",1,1,1
polyID40_S90,"[1.8309911808955803e-07, 0.001191463670693338, 0.9988083839416504]",2,2,1
pepID10866,"[0.8115582466125488, 0.09753702580928802, 0.09090468287467957]",0,0,1
polyID9_S73,"[0.09225907921791077, 0.879870593547821, 0.027870289981365204]",1,0,1
pepID9182,"[0.9424019455909729, 0.02802487462759018, 0.029573136940598488]",0,0,1
pepID9348,"[0.8589473962783813, 0.07982724905014038, 0.06122531741857529]",0,0,1
polyID18_S95,"[0.0006650003488175571, 0.5658025741577148, 0.4335324168205261]",1,2,1
pepID7643,"[0.9098442196846008, 0.04361197352409363, 0.046543851494789124]",0,0,1
pepID4568,"[0.0882534310221672, 0.43951281905174255, 0.4722338020801544]",2,1,1
pepID8341,"[0.9299233555793762, 0.03529580682516098, 0.03478078171610832]",0,0,1
pepID7467,"[0.9664040803909302, 0.01444364245980978, 0.019152238965034485]",0,0,1
polyID23_S14,"[1.250774630534579e-06, 0.008441257290542126, 0.9915574789047241]",2,1,1
pepID2166,"[0.09088799357414246, 0.35816827416419983, 0.5509436726570129]",2,2,1
pepID4581,"[0.21871702373027802, 0.399047315120697, 0.38223570585250854]",1,0,1
polyID9_S46,"[0.08279763907194138, 0.8881005644798279, 0.029101865366101265]",1,0,1
pepID2768,"[0.14206229150295258, 0.4897719919681549, 0.3681657314300537]",1,1,1
polyID36_S5,"[0.05319346860051155, 0.9099019169807434, 0.03690452128648758]",1,2,1
pepID9977,"[0.9142260551452637, 0.04401824250817299, 0.04175566881895065]",0,0,1
pepID1138,"[0.05122549831867218, 0.5910318493843079, 0.3577426075935364]",1,1,1
pepID3849,"[0.10510853677988052, 0.39837199449539185, 0.496519535779953]",2,2,1
polyID18_S31,"[0.001556888222694397, 0.5580801963806152, 0.4403628706932068]",1,2,1
pepID1675,"[0.20158764719963074, 0.3165918290615082, 0.48182058334350586]",2,1,1
pepID6957,"[0.8064678907394409, 0.1169077530503273, 0.07662440091371536]",0,0,1
pepID2670,"[0.7466961145401001, 0.18356288969516754, 0.06974108517169952]",0,1,1
pepID3286,"[0.06742331385612488, 0.38580378890037537, 0.5467729568481445]",2,1,1
pepID10222,"[0.5645151734352112, 0.3099954128265381, 0.12548938393592834]",0,0,1
pepID5381,"[0.8906207084655762, 0.05494154617190361, 0.05443774536252022]",0,0,1
pepID2604,"[0.04223202168941498, 0.3899926543235779, 0.567775309085846]",2,2,1
pepID3943,"[0.3949054777622223, 0.3696855902671814, 0.23540891706943512]",0,0,1
pepID4511,"[0.5350803136825562, 0.194222092628479, 0.27069753408432007]",0,1,1
pepID507,"[0.09649162739515305, 0.5988026857376099, 0.3047056496143341]",1,2,1
pepID8546,"[0.3271729052066803, 0.3802998960018158, 0.2925271689891815]",1,0,1
pepID3805,"[0.8789371848106384, 0.06430336833000183, 0.05675939470529556]",0,1,1
pepID8174,"[0.7366294860839844, 0.18066176772117615, 0.0827087014913559]",0,0,1
pepID8863,"[0.9205250144004822, 0.04574274644255638, 0.033732231706380844]",0,0,1
pepID368,"[0.8961835503578186, 0.07010480761528015, 0.03371158987283707]",0,1,1
pepID1467,"[0.2228701263666153, 0.4489888548851013, 0.32814091444015503]",1,1,1
pepID2980,"[0.05392303317785263, 0.40518203377723694, 0.5408949851989746]",2,0,1
pepID1993,"[0.36286383867263794, 0.4152391850948334, 0.2218969613313675]",1,2,1
polyID30_S55,"[0.9352223873138428, 0.007928685285151005, 0.05684898793697357]",0,0,1
polyID12_S84,"[0.0005602904129773378, 0.4775979816913605, 0.5218416452407837]",2,1,1
pepID6261,"[0.11644096672534943, 0.33406949043273926, 0.5494894981384277]",2,0,1
pepID1484,"[0.21695327758789062, 0.49602311849594116, 0.2870236337184906]",1,1,1
pepID3504,"[0.037699248641729355, 0.3526926636695862, 0.6096081137657166]",2,2,1
pepID9878,"[0.931726336479187, 0.04016474261879921, 0.02810891717672348]",0,0,1
polyID41_S57,"[0.950924277305603, 0.03164467588067055, 0.017431147396564484]",0,1,1
polyID40_S2,"[1.9799600181613641e-07, 0.0013106709811836481, 0.9986891150474548]",2,2,1
pepID3745,"[0.022466974332928658, 0.31070786714553833, 0.6668251752853394]",2,2,1
pepID1909,"[0.36868157982826233, 0.3101608157157898, 0.32115763425827026]",0,2,1
pepID849,"[0.17118294537067413, 0.5699298977851868, 0.2588871717453003]",1,1,1
polyID26_S35,"[0.09530749917030334, 0.8769623637199402, 0.02773013710975647]",1,0,1
pepID9179,"[0.9267410635948181, 0.035600293427705765, 0.037658680230379105]",0,0,1
pepID6895,"[0.956491231918335, 0.018140461295843124, 0.0253683440387249]",0,0,1
